name,HX_1,HX_2,HX_3,HX_4,HX_5,HX_6
kind,single_tube,reversal_chamber,tube_bank,reversal_chamber,tube_bank,economiser
gas in pressure[kpa],101.325,101.32249203744371,101.32208997329334,101.27356968931441,101.27334578331762,101.22541320051124
gas in temp[°C],1981.2459839107391,859.4824465366497,802.9619647439368,346.0297814595152,341.3157902410409,239.00661564761037
gas in enthalpy[kJ/kg],2612.28925950519,1012.1746577879508,937.3571262594301,365.02038694182505,359.4539267449928,240.28622888249254
gas out pressure[kpa],101.32249203744371,101.32208997329334,101.27356968931441,101.27334578331762,101.22541320051124,88.4966735697354
gas out temp[°C],859.4824465366497,802.9619647439368,346.0297814595152,341.3157902410409,239.00661564761037,160.44047255436993
gas out enthalpy[kJ/kg],1012.1746577879508,937.3571262594301,365.02038694182505,359.4539267449928,240.28622888249254,150.7754429454049
water in temp[°C],201.3783080151528,201.3783080151528,201.3783080151528,201.3783080151528,201.3783080151528,104.69019943681081
water in enthalpy[kJ/kg],858.6100728411207,858.6100728411207,858.6100728411207,858.6100728411207,858.6100728411207,440.0
water in pressure[kpa],1600.0,1600.0,1600.0,1600.0,1600.0,1600.0560029110538
water out temp[°C],201.3783080151528,201.3783080151528,201.3783080151528,201.3783080151528,201.3783080151528,124.89827196646797
water out enthalpy[kJ/kg],858.6100728411207,858.6100728411207,858.6100728411207,858.6100728411207,858.6100728411207,525.5733035102915
water out pressure[kpa],1600.0,1600.0,1600.0,1600.0,1600.0,1599.9999971141706
gas avg velocity[m/s],5.037014915259406,2.894923674234593,7.742268594257792,1.6192366337840483,6.425454968248732,48.44708852188003
water avg velocity[m/s],,,,,,0.033598665075512436
pressure drop fric[kpa],-0.0002616210928645473,-1.4935381451347946e-05,-0.029382411821401756,-7.595945869554441e-06,-0.029096385718351964,-8.563056448313972
pressure drop minor[kpa],-0.0022463414634468198,-0.0003871287689356454,-0.019137872157532064,-0.00021631005092391541,-0.01883619708804501,-4.165683182461884
pressure drop total[kpa],-0.002507962556311367,-0.0004020641503869933,-0.04852028397893382,-0.00022390599679346986,-0.04793258280639698,-12.728739630775857
water pressure drop fric[kpa],,,,,,-0.05504373484620384
water pressure drop minor[kpa],,,,,,-0.0009620620366523649
water pressure drop total[kpa],,,,,,-0.05600579688285621
Q conv[MW],0.10560836433525403,0.009095721644593446,0.8098587613214457,0.0017421060339665425,0.1945978156739774,0.16010632943161013
Q rad[MW],2.759057067506604,0.1248491937938963,0.21478867366862686,0.008223484352006432,0.018746692070138012,0.0001437404308769271
Q total[MW],2.8646654318418583,0.13394491543848971,1.0246474349900727,0.009965590385972974,0.21334450774411526,0.16025006986248708
UA[MW/K],0.002467557540234984,0.00021106439855985538,0.003103615401546411,6.986503041745048e-05,0.002698476198829438,0.002084934761803007
steam capacity[t/h],4.5485999314377255,0.21268167179586372,1.6269652995906914,0.015823657186112724,0.3387546770770924,
