stage_name,i,x[m],dx[m],qprime[MW/m],UA_prime[MW/K/m],gas_P[kPa],gas_T[°C],gas_h[kJ/kg],water_P[kPa],water_T[°C],water_h[kJ/kg],gas_eps[-],water_x[-],boiling,gas_V[m/s],Re_gas[-],h_gas[W/m^2/K],water_V[m/s],Re_water[-],h_water[W/m^2/K],dP_fric[kPa],dP_minor[kPa],dP_total[kPa],water_dP_fric[kPa],water_dP_minor[kPa],water_dP_total[kPa],water_cp[kJ/kg/K],water_mu[Pa*s],water_k[W/m/K],water_rho[kg/m^3]
HX_1,0,0.0,0.09954716981132075,2.463298068242376,0.0013304781702562205,101.325,1981.2459839107391,2612.28925950519,1000.0,179.88563239146663,762.6828443354104,0.4831288761266683,0.0,true,7.726074738189995,22804.301944378087,503.47980643160645,,,117887.66300768727,-8.035223661328765e-06,-0.0022463414634468198,-0.0022543766871081484,,,,,,,
HX_1,1,0.09954716981132075,0.09954716981132075,1.9439674371280793,0.0010965087645604978,101.3227456233129,1889.3492045527041,2475.320012192507,1000.0,179.88563239146663,762.6828443354104,0.4800934564638797,0.0,true,7.411298782778278,23445.388970935437,379.0733817049101,,,100788.34463569251,-7.65698041584362e-06,-0.0,-7.65698041584362e-06,,,,,,,
HX_1,2,0.1990943396226415,0.09954716981132075,1.6551508143876161,0.0009938706949396067,101.32273796633247,1816.4708620805563,2367.2276298299944,1000.0,179.88563239146663,762.6828443354104,0.4775717635021759,0.0,true,7.161531291823106,23988.176068781257,328.9147382454123,,,90122.33457358733,-7.358715196919697e-06,-0.0,-7.358715196919697e-06,,,,,,,
HX_1,3,0.2986415094339623,0.09954716981132075,1.4663039039944377,0.0009201613336663122,101.32273060761727,1754.1493120309647,2275.194609482058,1000.0,179.88563239146663,762.6828443354104,0.47532792128068346,0.0,true,6.947943896855216,24478.937121129602,294.82333934069544,,,83000.48440259167,-7.104983396408467e-06,-0.0,-7.104983396408467e-06,,,,,,,
HX_1,4,0.398188679245283,0.09954716981132075,1.3175112158020297,0.0008584613402882225,101.32272350263388,1698.71390463619,2193.662234389855,1000.0,179.88563239146663,762.6828443354104,0.473260159842927,0.0,true,6.757956588375997,24937.911453886623,267.8114361439022,,,77228.79664955354,-6.880341961187412e-06,-0.0,-6.880341961187412e-06,,,,,,,
HX_1,5,0.49773584905660373,0.09954716981132075,1.1935973838261198,0.0008050243632577152,101.32271662229192,1648.711317711647,2120.4033292321415,1000.0,179.88563239146663,762.6828443354104,0.47133382747306174,0.0,true,6.586588559880315,25371.484372065806,245.52669781130527,,,72267.03938175041,-6.678586875557744e-06,-0.0,-6.678586875557744e-06,,,,,,,
HX_1,6,0.5972830188679246,0.09954716981132075,1.0884867942217256,0.0007582005724875707,101.32270994370505,1603.2443815285264,2054.0345298704624,1000.0,179.88563239146663,762.6828443354104,0.46952927144003587,0.0,true,6.430765044248448,25783.043997008805,226.80040123890242,,,67926.45054938029,-6.49586456467789e-06,-0.0,-6.49586456467789e-06,,,,,,,
HX_1,7,0.6968301886792453,0.09954716981132075,0.9983433966496197,0.0007168487317678504,101.32270344784048,1561.6348992474464,1993.5103006516827,1000.0,179.88563239146663,762.6828443354104,0.4678315243384391,0.0,true,6.288161735290357,26175.13655955708,210.8500957710517,,,64094.14629816565,-6.329267311163035e-06,-0.0,-6.329267311163035e-06,,,,,,,
HX_1,8,0.796377358490566,0.09954716981132075,0.920332770545024,0.0006800787570055088,101.32269711857317,1523.3420574555971,1937.9984056992532,1000.0,179.88563239146663,762.6828443354104,0.4662282839187508,0.0,true,6.156925165309064,26549.86444791314,197.1072760964157,,,60685.66980725228,-6.176484717751344e-06,-0.0,-6.176484717751344e-06,,,,,,,
HX_1,9,0.8959245283018867,0.09954716981132075,0.852274746677574,0.0006471782778967352,101.32269094208846,1487.9265785658185,1886.8242142824722,1000.0,179.88563239146663,762.6828443354104,0.46470924103516875,0.0,true,6.035549848702125,26909.001972793674,185.1467208680116,,,57634.30123170425,-6.035646912162499e-06,-0.0,-6.035646912162499e-06,,,,,,,
HX_1,10,0.9954716981132075,0.09954716981132075,0.7924650105309826,0.0006175713013087075,101.32268490644154,1455.0274119697815,1839.4343226007536,1000.0,179.88563239146663,762.6828443354104,0.4632656747605821,0.0,true,5.922798398221265,27254.060403913685,174.64440908625517,,,54886.44562826162,-5.90522218091595e-06,-0.0,-5.90522218091595e-06,,,,,,,
HX_1,11,1.0950188679245283,0.09954716981132075,0.7395553365183632,0.0005907882713523643,101.32267900121936,1424.3447656913968,1795.3700919554326,1000.0,179.88563239146663,762.6828443354104,0.46189015006463185,0.0,true,5.817643371303212,27586.336342518898,165.3495190730809,,,52398.60565002649,-5.783942673159247e-06,-0.0,-5.783942673159247e-06,,,,,,,
HX_1,12,1.1945660377358491,0.09954716981132075,0.6924677115193124,0.0005664433586024516,101.32267321727669,1395.6273905244366,1754.2478512376726,1000.0,179.88563239146663,762.6828443354104,0.46057628218369384,0.0,true,5.719223690451979,27906.94977330898,157.06512709864217,,,50135.15734797348,-5.670748939382779e-06,-0.0,-5.670748939382779e-06,,,,,,,
HX_1,13,1.2941132075471697,0.09954716981132075,0.6503315310052035,0.0005442170751350197,101.32266754652774,1368.662912800277,1715.743871188606,1000.0,179.88563239146663,762.6828443354104,0.4593185507225891,0.0,true,5.626811511841509,28216.874387343298,149.63462670487598,,,48066.67457995132,-5.56474792171144e-06,-0.0,-5.56474792171144e-06,,,,,,,
HX_1,14,1.3936603773584906,0.09954716981132075,0.6124371141602565,0.0005238428969932058,101.32266198177982,1343.2704029260303,1679.5828316503812,1000.0,179.88563239146663,762.6828443354104,0.45811215203927513,0.0,true,5.539786756317967,28516.961863029577,142.93200912375485,,,46168.653890323025,-5.465180766830333e-06,-0.0,-5.465180766830333e-06,,,,,,,
HX_1,15,1.4932075471698112,0.09954716981132075,0.5782009192943348,0.0005050969073034633,101.32265651659905,1319.2946010719638,1645.5288735627742,1000.0,179.88563239146663,762.6828443354104,0.4569528811821171,0.0,true,5.457617319759898,28807.961426890637,136.85479741170195,,,44420.53582117353,-5.371397892029669e-06,-0.0,-5.371397892029669e-06,,,,,,,
HX_1,16,1.592754716981132,0.09954716981132075,0.5471392377832472,0.0004877897230050129,101.32265114520116,1296.6013847838476,1613.3785851222608,1000.0,179.88563239146663,762.6828443354104,0.45583703677481513,0.0,true,5.379843539745453,29090.535711781235,131.31883481591058,,,42804.94730583173,-5.282839468552494e-06,-0.0,-5.282839468552494e-06,,,,,,,
HX_1,17,1.6923018867924529,0.09954716981132075,0.5188480958495617,0.00047176015609923564,101.3226458623617,1275.0741771184885,1582.9554506634367,1000.0,179.88563239146663,762.6828443354104,0.4547613438287522,0.0,true,5.306065885567026,29365.2736980842,126.25438878086474,,,41307.11018477761,-5.199019994943222e-06,-0.0,-5.199019994943222e-06,,,,,,,
HX_1,18,1.7918490566037735,0.09954716981132075,0.49298774854425187,0.000456870200189458,101.32264066334169,1254.611074285112,1554.1054170819775,1000.0,179.88563239146663,762.6828443354104,0.45372289065483606,0.0,true,5.235935114125868,29632.70134421856,121.60320194506777,,,39914.37554187304,-5.119515990498837e-06,-0.0,-5.119515990498837e-06,,,,,,,
HX_1,19,1.8913962264150943,0.09954716981132075,0.46927060508702806,0.0004430010363588974,101.3226355438257,1235.1225290714083,1526.6933224543598,1000.0,179.88563239146663,762.6828443354104,0.45271907694189606,0.0,true,5.1691443306038325,29893.290375702734,117.31623398407054,,,38615.8541184401,-5.043956092615423e-06,-0.0,-5.043956092615423e-06,,,,,,,
HX_1,20,1.990943396226415,0.09954716981132075,0.4474517432056764,0.00043004982852958706,101.32263049986962,1216.529467564546,1500.5999960570543,1000.0,179.88563239146663,762.6828443354104,0.4517475707411266,0.0,true,5.105422534117339,30147.46559744691,113.35191379274426,,,37402.12069594136,-4.9720130237205814e-06,-0.0,-4.9720130237205814e-06,,,,,,,
HX_1,21,2.0904905660377358,0.09954716981132075,0.42732139519806783,0.0004179271345949026,101.3226255278566,1198.7617466384922,1475.7198858264735,1000.0,179.88563239146663,762.6828443354104,0.4508062726030616,0.0,true,5.044529331240666,30395.611014194874,109.6747730993109,,,36264.97588504868,-4.903397025229946e-06,-0.0,-4.903397025229946e-06,,,,,,,
HX_1,22,2.1900377358490566,0.09954716981132075,0.40869894902957926,0.00040655480120439525,101.32262062445957,1181.7568816620137,1451.9591036239767,1000.0,179.88563239146663,762.6828443354104,0.4498932854976737,0.0,true,4.98625057562561,30638.07498298393,106.2543682965009,,,35197.25281612063,-4.837850452350947e-06,-0.0,-4.837850452350947e-06,,,,,,,
HX_1,23,2.2895849056603774,0.09954716981132075,0.3914281234473211,0.0003958642410351125,101.3226157866091,1165.458990164634,1429.2338040639083,1000.0,179.88563239146663,762.6828443354104,0.44900688944092293,0.0,true,4.93039474774911,30875.174574619155,103.06442229071598,,,34192.659215012245,-4.7751432947578446e-06,-0.0,-4.7751432947578446e-06,,,,,,,
HX_1,24,2.3891320754716983,0.09954716981132075,0.37537306018974165,0.0003857950145604679,101.32261101146581,1149.8179093697827,1407.4688316246213,1000.0,179.88563239146663,762.6828443354104,0.4481455199755432,0.0,true,4.87678993053597,31107.199284927214,100.0821359204613,,,33245.64756656924,-4.7150694412573874e-06,-0.0,-4.7150694412573874e-06,,,,,,,
