stage_name,i,x[m],dx[m],qprime[MW/m],UA_prime[MW/K/m],gas_P[kPa],gas_T[°C],gas_h[kJ/kg],water_P[kPa],water_T[°C],water_h[kJ/kg],gas_eps[-],water_x[-],boiling,gas_V[m/s],Re_gas[-],h_gas[W/m^2/K],water_V[m/s],Re_water[-],h_water[W/m^2/K],dP_fric[kPa],dP_minor[kPa],dP_total[kPa],water_dP_fric[kPa],water_dP_minor[kPa],water_dP_total[kPa],water_cp[kJ/kg/K],water_mu[Pa*s],water_k[W/m/K],water_rho[kg/m^3]
HX_1,0,0.0,0.09954716981132075,2.448794928081272,0.0013415334881787474,101.325,1981.2459839107391,2612.28925950519,1600.0,201.3783080151528,858.6100728411207,0.4831288761266683,0.0,true,7.726074738189995,22804.301944378087,511.1060733371807,,,124176.84338627341,-8.035223661328765e-06,-0.0022463414634468198,-0.0022543766871081484,,,,,,,
HX_1,1,0.09954716981132075,0.09954716981132075,1.9445953887029468,0.0011118560051526195,101.3227456233129,1889.8916969878774,2476.126444924729,1600.0,201.3783080151528,858.6100728411207,0.480111830825398,0.0,true,7.413158008213366,23441.467019613134,387.2598074871361,,,106631.0044269994,-7.659206821135253e-06,-0.0,-7.659206821135253e-06,,,,,,,
HX_1,2,0.1990943396226415,0.09954716981132075,1.6595515680996458,0.0010098225078386395,101.32273796410607,1816.9922226678127,2367.9991459373596,1600.0,201.3783080151528,858.6100728411207,0.47759018716478296,0.0,true,7.16331809466214,23984.177263426278,336.6200651361374,,,95513.40627657813,-7.360843046205096e-06,-0.0,-7.360843046205096e-06,,,,,,,
HX_1,3,0.2986415094339623,0.09954716981132075,1.4712173345812247,0.0009359318043033822,101.32273060326303,1754.5068015913398,2275.7214260415667,1600.0,201.3783080151528,858.6100728411207,0.47534103190586685,0.0,true,6.949169082499918,24476.047801641755,301.94809854723735,,,88010.77349065509,-7.1064353065126246e-06,-0.0,-7.1064353065126246e-06,,,,,,,
HX_1,4,0.398188679245283,0.09954716981132075,1.3222522482578725,0.0008738784719561107,101.32272349682772,1698.8866817602106,2193.9158445120825,1600.0,201.3783080151528,858.6100728411207,0.47326671352570027,0.0,true,6.758548729174627,24936.446330225383,274.41051143269704,,,81905.30966474289,-6.881040543003023e-06,-0.0,-6.881040543003023e-06,,,,,,,
HX_1,5,0.49773584905660373,0.09954716981132075,1.1980111952913872,0.0008200434921616749,101.32271661578717,1648.7044722404485,2120.3933189442687,1600.0,201.3783080151528,858.6100728411207,0.47133355963389145,0.0,true,6.586565099556086,25371.545064940692,251.66912067603567,,,76648.56907173534,-6.678559312539681e-06,-0.0,-6.678559312539681e-06,,,,,,,
HX_1,6,0.5972830188679246,0.09954716981132075,1.092536295292283,0.000772812674565653,101.32270993722786,1603.0690722826585,2053.7790939713077,1600.0,201.3783080151528,858.6100728411207,0.4695222127577977,0.0,true,6.430164226099526,25784.66429114519,232.5473079407527,,,72046.09825578981,-6.495161398608014e-06,-0.0,-6.495161398608014e-06,,,,,,,
HX_1,7,0.6968301886792453,0.09954716981132075,1.0020282470168982,0.0007310596886801656,101.32270344206646,1561.303911809946,1993.0296962596183,1600.0,201.3783080151528,858.6100728411207,0.4678178367303937,0.0,true,6.287027377860857,26178.31730872164,216.25294562146374,,,67980.17806904021,-6.327944506833984e-06,-0.0,-6.327944506833984e-06,,,,,,,
HX_1,8,0.796377358490566,0.09954716981132075,0.9236681308438977,0.0006939020167859284,101.32269711412195,1522.868393872684,1937.3129088551696,1600.0,201.3783080151528,858.6100728411207,0.4662082007558621,0.0,true,6.155301829021192,26554.58645147697,202.20907523662532,,,64362.27028604428,-6.174598118587608e-06,-0.0,-6.174598118587608e-06,,,,,,,
HX_1,9,0.8959245283018867,0.09954716981132075,0.8552827663764626,0.0006606311241674689,101.32269093952384,1487.3228439537702,1885.9532580351854,1600.0,201.3783080151528,858.6100728411207,0.4646830354308601,0.0,true,6.033480733638186,26915.23304653811,189.9834828811978,,,61122.24433883891,-6.0332499290282065e-06,-0.0,-6.0332499290282065e-06,,,,,,,
HX_1,10,0.9954716981132075,0.09954716981132075,0.7951704991232906,0.0006306726949319904,101.3226849062739,1454.305522951016,1838.396108402623,1600.0,201.3783080151528,858.6100728411207,0.4632336400866677,0.0,true,5.920324344876106,27261.759937781888,179.24643224510254,,,58203.66076712859,-5.90236476668297e-06,-0.0,-5.90236476668297e-06,,,,,,,
HX_1,11,1.0950188679245283,0.09954716981132075,0.7419834255963611,0.0006035575744811895,101.32267900390914,1423.5158249382962,1794.1814417484727,1600.0,201.3783080151528,858.6100728411207,0.4618525875539016,0.0,true,5.814802430619932,27595.458372523353,169.74243761400632,,,55560.64564515952,-5.780670946542874e-06,-0.0,-5.780670946542874e-06,,,,,,,
