name,HX_1,HX_2,HX_3,HX_4,HX_5,HX_6
kind,single_tube,reversal_chamber,tube_bank,reversal_chamber,tube_bank,economiser
gas in pressure[kpa],101.325,101.32437522827499,101.3242943511271,101.31350914790046,101.3134603836792,101.30165329404392
gas in temp[°C],1981.2459839107391,634.5659403410903,587.4944427587183,263.76807417653197,259.9130030656071,197.47033113833885
gas in enthalpy[kJ/kg],2612.28925950519,719.1863847904852,659.6100774547663,268.8469178999388,264.38888047277413,192.75936578725978
gas out pressure[kpa],101.32437522827499,101.3242943511271,101.31350914790046,101.3134603836792,101.30165329404392,98.37263611857803
gas out temp[°C],634.5659403410903,587.4944427587183,263.76807417653197,259.9130030656071,197.47033113833885,132.3636614698218
gas out enthalpy[kJ/kg],719.1863847904852,659.6100774547663,268.8469178999388,264.38888047277413,192.75936578725978,119.1731969682346
water in temp[°C],179.88563239146657,179.88563239146657,179.88563239146657,179.88563239146657,179.88563239146657,104.79547994247548
water in enthalpy[kJ/kg],762.6828443354104,762.6828443354104,762.6828443354104,762.6828443354104,762.6828443354104,440.0
water in pressure[kpa],1000.0,1000.0,1000.0,1000.0,1000.0,1000.0172758882287
water out temp[°C],179.88563239146657,179.88563239146657,179.88563239146657,179.88563239146657,179.88563239146657,121.09940963890898
water out enthalpy[kJ/kg],762.6828443354104,762.6828443354104,762.6828443354104,762.6828443354104,762.6828443354104,509.0151387742255
water out pressure[kpa],1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000003166323
gas avg velocity[m/s],2.114185861199842,1.1587597221298833,3.2149500432393445,0.7019216054893348,2.8737086199285917,21.292554713587286
water avg velocity[m/s],,,,,,0.017108791656426713
pressure drop fric[kpa],-6.318635914011061e-05,-3.3948254954891017e-06,-0.006789697489604422,-1.8807256182080879e-06,-0.007574782178451808,-2.010060491545075
pressure drop minor[kpa],-0.0005615853658617049,-7.748232237661251e-05,-0.003995505737033448,-4.688349561618091e-05,-0.004232307456814121,-0.9189566839208401
pressure drop total[kpa],-0.0006247717250018155,-8.087714787210161e-05,-0.01078520322663787,-4.8764221234389006e-05,-0.01180708963526593,-2.9290171754659147
water pressure drop fric[kpa],,,,,,-0.017026062245675412
water pressure drop minor[kpa],,,,,,-0.00024950935069798007
water pressure drop total[kpa],,,,,,-0.01727557159637339
Q conv[MW],0.04861678025872148,0.003467046076357797,0.26851060677746774,0.000566003090281055,0.0568644378214504,0.06579682952038955
Q rad[MW],1.6459825795973657,0.049862322624250784,0.08127864164338335,0.0034245917716597355,0.007254304963670549,7.33844659378151e-05
Q total[MW],1.6945993598560865,0.053329368700608594,0.349789248420851,0.003990594861940791,0.06411874278512093,0.06587021398632735
UA[MW/K],0.001646614219586243,0.00012285682598963765,0.0016599311047737911,4.842549814207236e-05,0.0015309681182209046,0.0016139363088409652
steam capacity[t/h],2.6898849172067965,0.08465119715618785,0.5552302484100157,0.006334382736182007,0.10177747213512821,
